"Class","Order","Family","Genus","Species","Study","M (kg)","FMR (kJ / day)"
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0543,97.08
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.067,60.02
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.06,138.37
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.056,94.34
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.055,28.46
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.057,103.81
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.061,166.5
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.059,85.37
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0435,86.78
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0555,149.4
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.063,103.03
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0385,86.5
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.07,129.13
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.054,120.37
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.063,118.94
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0635,100.35
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0468,49.63
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0485,59.79
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.051,63.46
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0505,71.81
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0495,62.1
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0525,71.87
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.075,68.7
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0428,79.06
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.063,56.35
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.05,76.42
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.052,69.31
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0605,41.67
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.064,64.88
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.071,94.61
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0648,74.26
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0605,98.45
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.051,53.92
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0515,47.9
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0655,53.45
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",3.78,766
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.69,645
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.965,720
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.925,762
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",3.743,764
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.695,850
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.715,581
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0194,9.52
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0232,14.45
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0261,9.19
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0158,8.21
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0225,15.71
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0214,15.3
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0187,11.49
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0212,12.08
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0236,12.22
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0179,9.84
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0177,19.13
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",8.25,1342
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",10.975,1666
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",8.725,1689
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",10.55,1576
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",9.75,1686
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",9.35,1900
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",9.075,1575
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",12,2235
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",9.075,1405
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Shaffer et al 2001",8.675,1212
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.3,777
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.7,1010
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.26,1060
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.32,1180
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.34,1170
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.53,1190
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.08,841
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.23,791
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.29,915
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.28,959
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.23,1070
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.31,914
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.4,964
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.31,1000
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.32,897
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.35,818
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.42,1100
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.43,1110
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.44,1010
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.54,948
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.688,611
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.582,582
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",2.172,700
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.966,622
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",2.038,528
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.806,540
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.806,477
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.11,434
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.582,606
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.762,695
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.674,553
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",2.166,791
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",1.77,460
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.088,592
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.206,859
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.122,680
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.41,440
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.438,635
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.504,497
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.38,736
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.038,532
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.646,771
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.02365,71.1
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.0246,72.9
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.02535,60.5
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.0231,81.9
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.0244,64.2
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.0233,109.5
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.0249,119.1
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.02455,124.3
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.02685,110.6
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.02505,92.1
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.022925,109.25
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.02375,93.9
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.025375,100.15
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.023025,97.2
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.02745,108.5
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.024125,86.4
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.0233,93
"Aves","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Tatner 1990",0.0243,103.1
"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Taylor et al 1997",0.161,369.908448
"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Taylor et al 1997",0.151,385.057248
"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Taylor et al 1997",0.152,454.287264
"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Taylor et al 1997",0.168,499.455936
"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Taylor et al 1997",0.129,337.098672
"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Taylor et al 1997",0.145,370.21458
"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Taylor et al 1997",0.143,393.540576
"Aves","Procellariiformes","Procellariidae","Pachyptila","desolata","Taylor et al 1997",0.139,318.484584
"Aves","Galliformes","Phasianidae","Lagopus","leucura","Thomas et al 1994",0.354,206.4
"Aves","Galliformes","Phasianidae","Lagopus","leucura","Thomas et al 1994",0.354,311.9
"Aves","Galliformes","Phasianidae","Lagopus","leucura","Thomas et al 1994",0.327,342.5
"Aves","Galliformes","Phasianidae","Lagopus","leucura","Thomas et al 1994",0.369,442.7
"Aves","Galliformes","Phasianidae","Lagopus","leucura","Thomas et al 1994",0.322,265.7
"Aves","Galliformes","Phasianidae","Lagopus","leucura","Thomas et al 1994",0.366,312.6
"Aves","Galliformes","Phasianidae","Lagopus","leucura","Thomas et al 1994",0.486,400.4
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.0491,93.98
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.05245,50.32
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.0487,76.09
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.0517,58.88
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.0471,51.95
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.0527,68.85
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.0488,26.26
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.05225,26.86
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.05005,31.73
"Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Thomas et al 1996",0.0521,68.23
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.45,982
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.403,1515
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.397,806
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.435,1733
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.38,451
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.402,420
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.349,398
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.368,774
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.386,486.5
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.407,925
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.451,925
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.403,1339
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.436,1054
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.438,1363
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.395,1177
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.383,1072
"Aves","Charadriiformes","Laridae","Rissa","tridactyla","Thomson et al 1998",0.388,782
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.455,457
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.264,460
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.242,427
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.236,438
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.225,434
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.221,384
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.192,366
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.145,259
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.142,239
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.121,213
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.0747,169
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.425,494
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.0802,123
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.0717,107
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.0647,140
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.0608,130
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.0383,42.4
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.0398,45
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.0364,52.9
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.117,226
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.118,231
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.405,613
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.399,463
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.394,521
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.39,586
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.337,388
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.325,472
"Aves","Charadriiformes","Haematopodidae","Haematopus","moquini","Tjørve et al 2007",0.319,569
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0529,185.4
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0443,260.1
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0515,162.3
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.051,258.1
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0543,221.6
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0563,230.9
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0548,223.7
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0464,227.6
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0547,264.4
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0495,279.9
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0521,241.4
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0592,203.3
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0527,260.6
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0515,199.7
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0526,182.2
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0508,220.3
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0475,272.3
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0425,222.3
"Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Tulp et al 2009",0.0468,251.1
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0284,144.3
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0247,164.2
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0279,145.2
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.032,159
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0277,145.2
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0283,154.7
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.027,159
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0299,134.8
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0292,156.4
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0264,165
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0271,129.6
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0281,129.6
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0318,159
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.031,141.7
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0277,127.9
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0309,129.6
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0278,171.1
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0233,192.2
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0247,227.2
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0265,170.8
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0246,151.6
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0248,134.2
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0241,152.8
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0246,140.5
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0251,142.1
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0257,169.9
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0244,201.6
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0248,142.8
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0239,140.2
"Aves","Charadriiformes","Scolopacidae","Calidris","minuta","Tulp et al 2009",0.0247,121.5
"Aves","Passeriformes","Hirundinidae","Progne","subis","Utter & LeFebvre 1973",0.0473,187.264
"Aves","Passeriformes","Hirundinidae","Progne","subis","Utter & LeFebvre 1973",0.04875,125.4209
"Aves","Passeriformes","Hirundinidae","Progne","subis","Utter & LeFebvre 1973",0.0481,162.2258
"Aves","Passeriformes","Hirundinidae","Progne","subis","Utter & LeFebvre 1973",0.05175,147.554
"Aves","Charadriiformes","Laridae","Sterna","paradisaea","Uttley et al 1994",0.0965,207.08
"Aves","Charadriiformes","Laridae","Sterna","paradisaea","Uttley et al 1994",0.098,431.64
"Aves","Charadriiformes","Laridae","Sterna","paradisaea","Uttley et al 1994",0.0995,568.45
"Aves","Charadriiformes","Laridae","Sterna","paradisaea","Uttley et al 1994",0.111,275.05
"Aves","Charadriiformes","Laridae","Sterna","paradisaea","Uttley et al 1994",0.0945,275.06
"Aves","Charadriiformes","Laridae","Sterna","paradisaea","Uttley et al 1994",0.097,232.31
"Aves","Charadriiformes","Laridae","Sterna","paradisaea","Uttley et al 1994",0.105,384.67
"Aves","Charadriiformes","Laridae","Sterna","paradisaea","Uttley et al 1994",0.1075,302.7
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.009,43.7
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0087,46.4
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0079,39.5
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.009,43.1
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0094,58.1
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.008,40.6
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0085,41
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0099,53.9
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0082,52.5
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0082,38.4
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0211,55.6
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0182,40.3
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0194,51.8
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0187,53.8
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0184,40
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0154,37.6
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0184,47.5
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0184,51.3
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0189,59.3
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0189,71.2
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0162,46.4
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0169,45.3
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.0114,55.594
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.011525,49.742
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.01125,49.324
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.0115,56.43
